,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 3,,,,,,,,Figure 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Figure 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nose,Before,After,,Ear,Before,After,,Nose Aversive,Time,Temperature,,Nose Non-aversive,Time,Temperature,,Ear Aversive,Time,Temperature,,Ear Non-aversive,Time,Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0078,-0.0559,,,0.1633,-0.2365,,,-47,0.2798,,,-32,0.7715,,,-47,0.1617,,,-25,0.3052,,,Nose Bark,Time,Temperature,,Ear Bark,Time,Temperature,,Nose Scream,Time,Temperature,,Ear Scream,Time,Temperature,,Nose Whimper,Time,Temperature,,Ear Whimper,Time,Temperature,,Nose Pant hoot,Time,Temperature,,Ear Pant hoot,Time,Temperature
,0.0874,0.3254,,,-0.2643,-0.2108,,,-17,0.5676,,,-24,0.1808,,,-100,0.173,,,-32,0.8051,,,,-20,0.4565,,,-20,-1.4463,,,-29,0.1644,,,-29,-0.3569,,,-30,1.3683,,,-30,0.0524,,,-21,-0.1001,,,-16,0.2033
,0.1165,-0.0286,,,0.5873,-0.2825,,,0,-0.6674,,,-32,0.718,,,-17,0.5287,,,-24,-0.2826,,,,-14,0.1585,,,-19,-0.292,,,-30,0.2338,,,-30,0.1312,,,-24,0.6826,,,-26,-0.1005,,,-13,-0.1332,,,-30,1.9435
,-0.6674,0,,,-0.4221,0.9604,,,-26,-0.2537,,,-9,0.4721,,,0,-0.0766,,,-32,-0.2839,,,,-27,0.5098,,,-18,0.0551,,,-23,0.0177,,,-30,0.3206,,,16,-1.3683,,,-24,0.7059,,,-16,0.1546,,,-13,-0.0108
,0.0755,-0.0979,,,-0.0766,0,,,-27,0.0774,,,-30,-0.4907,,,-26,-0.3004,,,-9,-0.0382,,,,-13,0.0818,,,-13,0.0991,,,-30,0.7503,,,-23,0.2846,,,-19,0.4914,,,-21,0.0335,,,-8,0.2615,,,-21,-2.3051
,0.0556,-0.1716,,,-0.0419,0.0415,,,-30,1.3683,,,-28,0.039,,,-27,-0.1614,,,-30,-0.0672,,,,-9,-0.1585,,,-14,-0.2143,,,-28,0.3562,,,-29,0.0255,,,-12,2.788,,,-11,-0.4459,,,-11,-0.1071,,,-13,-0.5713
,0.1588,-0.2221,,,-0.0754,0.2026,,,-29,0.1644,,,-25,-0.3159,,,-30,0.0524,,,-30,0.0582,,,,-22,0.5605,,,-13,0.1087,,,-23,0.2186,,,-30,-0.3013,,,-8,-0.2475,,,-19,0.1272,,,-4,-0.1283,,,-30,0
,0,-1.3683,,,-0.017,0.1081,,,-9,-0.2256,,,-19,-0.9554,,,-29,-0.3569,,,-22,0.0087,,,,-8,-1.6502,,,-8,0.1331,,,-22,-1.3063,,,-30,0.0807,,,-4,0.7227,,,-17,-0.1059,,,-8,-0.4904,,,-11,0
,1.3683,0.198,,,-0.2566,0.1837,,,-30,0.2338,,,24,-0.718,,,-9,-0.0352,,,-28,0.2581,,,,-18,0.3712,,,-9,-0.5877,,,-26,0.3049,,,-28,0.1983,,,0,0.6557,,,-7,0.0338,,,-4,-0.0546,,,-12,-0.0678
,-0.0396,-0.0827,,,-0.2035,-0.0246,,,-23,0.0177,,,4,-0.4721,,,-30,0.1312,,,-4,-0.0085,,,,-4,1.7187,,,-8,-0.0154,,,-18,-0.019,,,-28,-0.1132,,,3,-1.7517,,,-12,1.1959,,,0,0.1052,,,-26,1.2767
,0.4964,-0.3567,,,0.2461,-0.1158,,,-18,0.6381,,,-25,-0.2099,,,-30,0.3206,,,-29,-0.451,,,,-14,0.3545,,,-4,0.1651,,,-26,0.6553,,,-27,0.4668,,,8,-1.9273,,,-11,0.1586,,,4,-0.1738,,,-9,0.3078
,0.1487,-0.0297,,,0.0882,-0.1001,,,-20,0.4565,,,-24,-0.3952,,,-23,0.2846,,,-29,0.4896,,,,0,0.4983,,,-5,-0.5554,,,-11,1.398,,,-30,-0.0012,,,14,-2.0738,,,-3,0.2712,,,8,-0.278,,,-16,-3.3635
,0.0712,0.1389,,,0.0934,0.0301,,,-14,0.1585,,,-16,0.2474,,,-29,0.0255,,,-11,0.2997,,,,-7,0.1823,,,-4,0.2537,,,-18,0.8971,,,-23,-1.047,,,20,0.66,,,0,-0.7553,,,12,0.1585,,,-8,-0.209
,-0.102,-0.0912,,,0.048,-0.0552,,,-24,-0.5534,,,-11,0.3748,,,-26,-0.7138,,,-27,0.4863,,,,3,-0.8663,,,0,-0.8075,,,-17,0.4147,,,-22,0.1154,,,,,,,-5,0.5561,,,17,0.09,,,-7,0.1549
,-0.2501,-0.011,,,0.0078,-0.0117,,,-30,0.7503,,,-20,-0.2544,,,-20,-1.4463,,,-20,-0.3038,,,,0,0.0153,,,0,-0.0943,,,-21,0.517,,,-26,0.1023,,,,,,,0,0.2415,,,20,0.3519,,,-21,0.1238
,0.0083,0.0325,,,-0.0717,0.1298,,,-19,-0.1444,,,-20,-0.3806,,,-19,-0.292,,,-25,0.389,,,,7,-0.088,,,0,0.2708,,,-13,0.0696,,,-26,0.2033,,,,,,,3,-1.1977,,,24,0.3438,,,-4,0.5198
,-0.0263,-0.718,,,-0.0867,0.1304,,,-19,0.0685,,,-12,-0.2335,,,-24,0.2336,,,-19,0.2055,,,,4,-0.2129,,,3,0.041,,,-4,-0.4736,,,-18,-0.8763,,,,,,,0,0.7819,,,,,,,-11,1.8153
,0.718,-0.4721,,,-0.073,0.0862,,,-18,0.7145,,,-6,0.3418,,,-18,0.0551,,,-15,-0.0185,,,,11,-0.1508,,,4,-0.1838,,,0,-0.1953,,,-25,-0.1808,,,,,,,8,-0.076,,,,,,,-4,-0.4415
,0.4721,0.205,,,-0.2599,0.234,,,-28,0.3562,,,-17,-0.1799,,,-30,-0.3013,,,-5,0.3019,,,,17,-0.9932,,,4,0.2562,,,-14,0.4342,,,-26,-0.1536,,,,,,,4,0.6578,,,,,,,-3,0.1578
,-0.1909,-0.1517,,,-0.0922,0.0922,,,-24,0.6826,,,-15,-0.4957,,,-19,0.1143,,,-25,-0.1673,,,,21,-0.7874,,,7,0.2062,,,-12,-0.0921,,,-25,0.0186,,,,,,,14,-0.9869,,,,,,,-16,-0.1502
,0.221,0.0419,,,0.0952,-0.0842,,,-21,-0.1001,,,-7,-0.4037,,,-30,0.0807,,,-26,0.2448,,,,,,,,8,1.9274,,,-16,0.0758,,,-23,0.0859,,,,,,,8,0.1638,,,,,,,16,0.1564
,0.042,-0.1864,,,-0.2747,0.2361,,,-13,-0.1332,,,-2,-0.0719,,,-27,-2.1773,,,-15,0.1914,,,,,,,,22,0.1137,,,-8,0.08,,,-25,0.4483,,,,,,,20,0.9868,,,,,,,-8,1.3744
,0,0.603,,,0.0223,-0.0195,,,-27,0.5098,,,-12,-0.4781,,,-26,-0.1005,,,-24,-0.6249,,,,,,,,11,0.5665,,,0,-0.3434,,,-22,0.1582,,,,,,,12,0.0392,,,,,,,0,0.0686
,0,0,,,0.1645,-0.0659,,,-23,0.2186,,,-11,0.6633,,,-18,-0.5524,,,0,-0.5069,,,,,,,,26,-1.0428,,,7,-1.5589,,,-26,-0.1558,,,,,,,16,-0.7244,,,,,,,0,-0.0309
,0.1472,-0.6415,,,-0.0924,0.1092,,,-43,-0.1487,,,0,-0.0162,,,-28,0.1983,,,-25,-1.6191,,,,,,,,15,0.3024,,,-10,-0.7286,,,-18,0.2414,,,,,,,22,-1.6129,,,,,,,-12,-1.0924
,-0.3015,0.4058,,,0.1214,-0.3395,,,-13,1.054,,,0,-0.0276,,,-28,-0.1132,,,-25,-0.3297,,,,,,,,23,0.1227,,,-6,0.6214,,,-17,0.5435,,,,,,,,,,,,,,,23,-0.9732
,0,-0.0097,,,-0.0622,-0.0027,,,7,0.6674,,,-8,-0.0296,,,-23,-0.225,,,-4,-0.5139,,,,,,,,27,0.6177,,,-12,0.3212,,,-21,0.1428,,,,,,,,,,,,,,,-4,1.3019
,0,-0.8771,,,-0.3713,0.1499,,,-22,0.4747,,,-6,0.3181,,,-24,0.7059,,,-22,0.0702,,,,,,,,,,,,0,0.208,,,-21,0.0477,,,,,,,,,,,,,,,4,0.2551
,0.6415,-0.8874,,,-0.1793,0.2802,,,-21,0.2871,,,4,-0.756,,,-27,0.4668,,,-16,0.1028,,,,,,,,,,,,4,-0.5199,,,-13,0.0382,,,,,,,,,,,,,,,5,-0.0194
,0.0073,0.0854,,,-0.3487,0.5498,,,16,-1.3683,,,6,-0.323,,,-5,-0.1218,,,-16,-0.3512,,,,,,,,,,,,-5,0.3268,,,-20,-0.1067,,,,,,,,,,,,,,,-9,-1.1706
,0.0311,-0.249,,,0.0338,-0.1463,,,-22,-1.3063,,,-4,0.2077,,,-16,0.2033,,,-15,0.0433,,,,,,,,,,,,8,0.198,,,-4,0.493,,,,,,,,,,,,,,,0,1.8065
,0,-0.023,,,0.1346,-0.1005,,,-5,0.8044,,,0,0.545,,,-17,1.5573,,,-12,0.3845,,,,,,,,,,,,-8,0.1576,,,-20,-0.1682,,,,,,,,,,,,,,,10,-0.031
,0.5196,-0.4946,,,0.1523,-0.0076,,,-26,0.3049,,,8,-0.1091,,,-30,1.9435,,,0,0.2298,,,,,,,,,,,,5,0.8106,,,-15,0.2147,,,,,,,,,,,,,,,9,-0.2927
,0.8488,-0.1913,,,0.2715,-0.1924,,,-18,-0.019,,,15,0.4469,,,-13,-0.0108,,,-20,-0.22,,,,,,,,,,,,7,-0.2689,,,-21,0.3549,,,,,,,,,,,,,,,-4,-1.9305
,-0.0821,,,,-0.6969,0,,,0,-1.1383,,,0,-0.0924,,,-21,-2.3051,,,-21,0.3984,,,,,,,,,,,,0,0.0611,,,-17,0.0973,,,,,,,,,,,,,,,4,1.4781
,0,,,,0,0.5503,,,-13,0.0818,,,4,-0.5456,,,-13,-0.5713,,,-10,-0.5444,,,,,,,,,,,,-4,-0.1834,,,-23,-0.0145,,,,,,,,,,,,,,,14,0.3349
,0.2254,,,,-0.0849,0.2415,,,-9,-0.1585,,,13,0.2188,,,-30,0,,,-20,-0.7917,,,,,,,,,,,,10,-0.4823,,,-14,-0.3028,,,,,,,,,,,,,,,14,-0.1052
,0.0473,,,,0,0,,,-16,0.5534,,,19,0.0337,,,-11,0,,,4,-0.0495,,,,,,,,,,,,15,0.2313,,,-12,0.23,,,,,,,,,,,,,,,0,-1.5045
,0.3323,,,,0.1483,0.4649,,,-26,0.6553,,,5,0.7703,,,-30,-0.0012,,,-20,0.5895,,,,,,,,,,,,4,-0.017,,,-16,-0.0876,,,,,,,,,,,,,,,8,-2.5724
,0.2015,,,,0.0901,-0.0528,,,-16,-0.4586,,,9,-0.3644,,,-23,-1.047,,,-21,-2.2811,,,,,,,,,,,,0,-0.2376,,,-16,-0.1693,,,,,,,,,,,,,,,17,0.278
,,,,,-0.1064,0.3573,,,-6,-0.0685,,,19,0.2538,,,-43,0.2236,,,0,0.1681,,,,,,,,,,,,15,-0.2844,,,-8,-0.0954,,,,,,,,,,,,,,,4,0.464
,,,,,-0.0557,-0.0703,,,-8,0.5685,,,9,0.5439,,,-95,0.6255,,,-17,-0.08,,,,,,,,,,,,19,-0.0312,,,-15,-0.1063,,,,,,,,,,,,,,,17,-0.8169
,,,,,0.0266,-0.1667,,,-11,1.398,,,15,0.249,,,-13,-0.5163,,,-11,-0.062,,,,,,,,,,,,8,-0.0739,,,0,0.5712,,,,,,,,,,,,,,,21,0.0142
,,,,,0.2648,-0.2091,,,-19,0.4914,,,24,0.3429,,,7,0.0766,,,-12,-0.3115,,,,,,,,,,,,3,-0.2397,,,-16,0.0151,,,,,,,,,,,,,,,9,-0.0863
,,,,,0.1609,-0.1387,,,-16,0.1546,,,13,0.39,,,-22,0.0892,,,-11,-0.4074,,,,,,,,,,,,23,-0.4001,,,-9,-0.0066,,,,,,,,,,,,,,,20,-1.0771
,,,,,-0.0118,0.0021,,,-8,0.2615,,,19,-0.1309,,,-21,-0.3152,,,-4,0.0348,,,,,,,,,,,,12,-1.2741,,,-17,-0.2174,,,,,,,,,,,,,,,25,0.302
,,,,,-0.2577,-0.0084,,,-22,0.5605,,,16,-0.0818,,,-21,0.0335,,,4,-0.5988,,,,,,,,,,,,7,-0.3489,,,-13,0.0988,,,,,,,,,,,,,,,14,0.9709
,,,,,0.2545,-0.1758,,,-18,0.8971,,,23,0.4981,,,-22,0.1154,,,-17,-0.3267,,,,,,,,,,,,16,-0.218,,,-18,-0.4538,,,,,,,,,,,,,,,24,2.3588
,,,,,0.3251,-0.4058,,,-39,0.1057,,,21,-0.0082,,,-5,-0.1752,,,-16,0.3749,,,,,,,,,,,,16,-0.6007,,,-10,0.1912,,,,,,,,,,,,,,,19,1.1557
,,,,,0.3184,0.5403,,,-9,-0.6182,,,25,-0.0868,,,-26,0.1023,,,-6,0.358,,,,,,,,,,,,24,0.3738,,,-6,-0.0316,,,,,,,,,,,,,,,,
,,,,,-0.3061,0.6355,,,-17,0.0372,,,,,,,-26,0.2033,,,-15,-0.3479,,,,,,,,,,,,,,,,-12,0.0067,,,,,,,,,,,,,,,,
,,,,,-0.5084,0.1597,,,-16,0.068,,,,,,,-18,-0.8763,,,8,0.0944,,,,,,,,,,,,,,,,-12,-0.1386,,,,,,,,,,,,,,,,
,,,,,-0.1597,0.0535,,,-17,0.4147,,,,,,,-25,-0.1808,,,-17,-0.2976,,,,,,,,,,,,,,,,0,0.2902,,,,,,,,,,,,,,,,
,,,,,-0.0154,-0.2311,,,0,0.9104,,,,,,,-21,0.378,,,-17,-0.0382,,,,,,,,,,,,,,,,-10,-0.1139,,,,,,,,,,,,,,,,
,,,,,0.1247,0.0071,,,-21,0.517,,,,,,,-13,0.0991,,,4,-0.2296,,,,,,,,,,,,,,,,4,0.462,,,,,,,,,,,,,,,,
,,,,,-0.0012,-0.1034,,,-13,0.0696,,,,,,,-14,-0.2143,,,-13,-0.1436,,,,,,,,,,,,,,,,-10,-0.0687,,,,,,,,,,,,,,,,
,,,,,0.1285,0.2874,,,4,-0.8506,,,,,,,-20,0.059,,,-7,-0.7715,,,,,,,,,,,,,,,,0,-0.359,,,,,,,,,,,,,,,,
,,,,,-0.081,0.0304,,,-8,-1.6502,,,,,,,-13,0.1087,,,-7,-0.0262,,,,,,,,,,,,,,,,-7,0.5275,,,,,,,,,,,,,,,,
,,,,,-0.1682,0.2291,,,-4,-0.4736,,,,,,,-26,-0.1536,,,-6,-0.4475,,,,,,,,,,,,,,,,-8,0.1114,,,,,,,,,,,,,,,,
,,,,,-0.2688,-0.112,,,8,0.603,,,,,,,-11,0.8474,,,0,-0.0057,,,,,,,,,,,,,,,,-14,-0.04,,,,,,,,,,,,,,,,
,,,,,0.0835,-0.0044,,,8,-0.0223,,,,,,,-25,0.0186,,,8,0.2426,,,,,,,,,,,,,,,,-5,0.3281,,,,,,,,,,,,,,,,
,,,,,0.0305,0.4114,,,0,-0.1953,,,,,,,-23,0.2268,,,-12,0.007,,,,,,,,,,,,,,,,0,0.0287,,,,,,,,,,,,,,,,
,,,,,-0.3226,0.1999,,,-12,2.788,,,,,,,-11,-0.4459,,,-12,0.2434,,,,,,,,,,,,,,,,-8,0.0892,,,,,,,,,,,,,,,,
,,,,,-0.313,-0.4084,,,-11,-0.1071,,,,,,,-13,-0.0404,,,0,-0.3246,,,,,,,,,,,,,,,,-8,0.1296,,,,,,,,,,,,,,,,
,,,,,0.2723,0.1962,,,-4,-0.1283,,,,,,,-23,0.0859,,,-11,0.124,,,,,,,,,,,,,,,,5,1.2126,,,,,,,,,,,,,,,,
,,,,,0.1049,0.1745,,,-18,0.3712,,,,,,,-25,0.4483,,,11,0.4705,,,,,,,,,,,,,,,,-4,0.0511,,,,,,,,,,,,,,,,
,,,,,-0.2883,0.4416,,,-14,0.4342,,,,,,,-18,0.6657,,,-14,-1.8952,,,,,,,,,,,,,,,,7,0.1961,,,,,,,,,,,,,,,,
,,,,,0,0.1176,,,-34,0.3162,,,,,,,-19,0.1272,,,-13,-0.3826,,,,,,,,,,,,,,,,-6,0.1225,,,,,,,,,,,,,,,,
,,,,,0,0.0982,,,-5,-0.8918,,,,,,,-22,0.1582,,,7,0.0789,,,,,,,,,,,,,,,,2,-0.0982,,,,,,,,,,,,,,,,
,,,,,-0.5214,,,,-13,0.2087,,,,,,,0,-0.2147,,,-8,-0.1649,,,,,,,,,,,,,,,,0,0.5884,,,,,,,,,,,,,,,,
,,,,,-0.0274,,,,-9,0.4152,,,,,,,-12,-0.0678,,,-3,0.0805,,,,,,,,,,,,,,,,-4,-0.519,,,,,,,,,,,,,,,,
,,,,,-0.0683,,,,-12,-0.0921,,,,,,,-13,-0.5373,,,0,0.0659,,,,,,,,,,,,,,,,-10,-0.1063,,,,,,,,,,,,,,,,
,,,,,,,,,4,0.403,,,,,,,-26,1.2767,,,-2,-0.5277,,,,,,,,,,,,,,,,0,0.1794,,,,,,,,,,,,,,,,
